StoreID,Week,Week_Start,Week_End,Gross_Margin,Sales
1508,50,2016-01-15,2016-01-21,1245.9450000000008,2660.3700000000026
1508,51,2016-01-22,2016-01-28,1604.9610000000016,3425.4800000000014
1508,52,2016-01-29,2016-02-04,1340.2615000000008,2874.879999999999
1508,53,2016-02-05,2016-02-11,1311.4600000000014,2769.0400000000013
1508,54,2016-02-12,2016-02-18,1154.7380000000005,2417.100000000002
1508,55,2016-02-19,2016-02-25,1436.6210000000008,3067.9700000000007
1508,56,2016-02-26,2016-03-03,1359.9980000000012,2924.940000000001
1508,57,2016-03-04,2016-03-10,1637.750500000003,3501.700000000002
1508,58,2016-03-11,2016-03-17,1299.992000000001,2778.640000000002
1508,59,2016-03-18,2016-03-24,1006.2125000000008,2170.4800000000027
1508,60,2016-03-25,2016-03-31,1432.2120000000007,3041.4900000000007
1508,61,2016-04-01,2016-04-07,1847.6045000000024,3932.629999999999
1508,62,2016-04-08,2016-04-14,1116.0230000000008,2420.740000000002
1508,63,2016-04-15,2016-04-21,1665.8445000000015,3534.830000000003
1508,64,2016-04-22,2016-04-28,1211.0465000000006,2597.310000000001
1508,65,2016-04-29,2016-05-05,1121.0429999999997,2406.0900000000015
1508,66,2016-05-06,2016-05-12,1287.1880000000017,2770.6900000000005
1508,67,2016-05-13,2016-05-19,1798.4795000000036,3812.050000000004
1508,68,2016-05-20,2016-05-26,945.2604999999999,2011.6800000000019
1508,69,2016-05-27,2016-06-02,1127.6900000000003,2406.450000000002
1508,70,2016-06-03,2016-06-09,1531.7280000000026,3269.530000000002
1508,71,2016-06-10,2016-06-16,2112.204000000002,4648.529999999993
1508,72,2016-06-17,2016-06-23,1829.7960000000007,3884.349999999998
1508,73,2016-06-24,2016-06-30,1769.655500000002,3839.000000000003
1508,74,2016-07-01,2016-07-07,1288.1205000000018,2807.1000000000026
1508,75,2016-07-08,2016-07-14,2134.326499999999,4586.129999999993
1508,76,2016-07-15,2016-07-21,2090.0095000000024,4478.799999999993
1542,1,2015-02-06,2015-02-12,1516.7510000000002,3238.8499999999976
1542,2,2015-02-13,2015-02-19,1489.9140000000023,3206.5199999999986
1542,3,2015-02-20,2015-02-26,1327.3355000000004,2878.4399999999987
1542,4,2015-02-27,2015-03-05,1332.4250000000018,2828.6200000000026
1542,5,2015-03-06,2015-03-12,1112.3745000000013,2411.280000000002
1542,6,2015-03-13,2015-03-19,1080.2845000000004,2340.860000000002
1542,7,2015-03-20,2015-03-26,1076.7520000000006,2284.2400000000025
1542,8,2015-03-27,2015-04-02,1448.000500000001,3021.2300000000014
1542,9,2015-04-03,2015-04-09,1111.4485000000002,2393.5900000000015
1542,10,2015-04-10,2015-04-16,1407.8995000000004,3042.650000000001
1542,11,2015-04-17,2015-04-23,1281.4010000000003,2717.120000000004
1542,12,2015-04-24,2015-04-30,1364.5375000000015,2907.5399999999995
1542,13,2015-05-01,2015-05-07,1466.2975000000013,3140.3100000000018
1542,14,2015-05-08,2015-05-14,1137.782500000001,2446.060000000004
1542,15,2015-05-15,2015-05-21,1023.2545000000003,2198.330000000002
1542,16,2015-05-22,2015-05-28,1350.9825000000005,2903.4900000000002
1542,17,2015-05-29,2015-06-04,1202.764500000001,2579.7700000000027
1542,18,2015-06-05,2015-06-11,1161.3215000000002,2497.710000000002
1542,19,2015-06-12,2015-06-18,1658.8405,3622.589999999996
1542,20,2015-06-19,2015-06-25,1441.0095000000013,3165.169999999998
1542,21,2015-06-26,2015-07-02,1264.0290000000007,2734.460000000001
1542,22,2015-07-03,2015-07-09,1275.502000000001,2764.110000000001
1542,23,2015-07-10,2015-07-16,1302.488,2859.1099999999997
1542,24,2015-07-17,2015-07-23,2658.130499999997,5651.109999999982
1542,25,2015-07-24,2015-07-30,1255.7565000000009,2733.6500000000015
1542,26,2015-07-31,2015-08-06,1361.9555000000007,2984.59
1542,27,2015-08-07,2015-08-13,1395.1940000000004,3024.020000000002
1542,28,2015-08-14,2015-08-20,1692.5460000000005,3655.2299999999987
1542,29,2015-08-21,2015-08-27,1803.3080000000018,3891.1300000000024
1542,30,2015-08-28,2015-09-03,1322.6140000000014,2802.5200000000036
1542,31,2015-09-04,2015-09-10,1524.151500000002,3305.000000000004
1542,32,2015-09-11,2015-09-17,1146.052500000001,2434.940000000002
1542,33,2015-09-18,2015-09-24,1588.266000000002,3397.5000000000014
1542,34,2015-09-25,2015-10-01,1328.0165000000009,2856.84
1542,35,2015-10-02,2015-10-08,1352.0045000000002,2867.55
1542,36,2015-10-09,2015-10-15,1062.182000000001,2290.7700000000023
1542,37,2015-10-16,2015-10-22,1296.777000000001,2761.630000000003
1542,38,2015-10-23,2015-10-29,1440.0195000000006,3164.2099999999996
1542,39,2015-10-30,2015-11-05,1640.294000000003,3525.7000000000044
1542,40,2015-11-06,2015-11-12,1458.5405000000005,3150.880000000002
1542,41,2015-11-13,2015-11-19,1381.2220000000018,2966.260000000002
1542,42,2015-11-20,2015-11-26,2057.602500000004,4364.840000000005
1542,43,2015-11-27,2015-12-03,1723.7335000000003,3641.5900000000006
1542,44,2015-12-04,2015-12-10,1536.8500000000026,3203.6600000000058
1542,45,2015-12-11,2015-12-17,1842.0390000000025,3861.5300000000016
1542,46,2015-12-18,2015-12-24,1073.5450000000014,2302.300000000003
1542,47,2015-12-25,2015-12-31,968.997500000001,2051.0200000000027
1542,48,2016-01-01,2016-01-07,1369.0655000000006,2910.1700000000023
1542,49,2016-01-08,2016-01-14,1598.1115000000011,3387.4800000000027
1542,50,2016-01-15,2016-01-21,1226.2405000000006,2587.8300000000004
1542,51,2016-01-22,2016-01-28,1467.7645000000014,3170.5099999999998
1542,52,2016-01-29,2016-02-04,1663.8070000000018,3572.660000000004
1542,53,2016-02-05,2016-02-11,1471.3175000000008,3144.1900000000005
1542,54,2016-02-12,2016-02-18,1404.9440000000009,3078.229999999998
1542,55,2016-02-19,2016-02-25,1489.2645000000018,3161.3200000000043
1542,56,2016-02-26,2016-03-03,1740.5365000000015,3673.4100000000003
1542,57,2016-03-04,2016-03-10,1981.1074999999996,4239.599999999998
1542,58,2016-03-11,2016-03-17,1720.5115000000008,3648.740000000002
1542,59,2016-03-18,2016-03-24,979.9675000000001,2068.8300000000013
1542,60,2016-03-25,2016-03-31,2156.7580000000016,4575.059999999996
1542,61,2016-04-01,2016-04-07,1821.1860000000024,3846.5600000000018
1542,62,2016-04-08,2016-04-14,1975.4680000000033,4215.01
1542,63,2016-04-15,2016-04-21,2152.4215000000004,4651.619999999993
1542,64,2016-04-22,2016-04-28,1548.3640000000023,3252.630000000002
1542,65,2016-04-29,2016-05-05,1303.9359999999995,2733.280000000001
1542,66,2016-05-06,2016-05-12,1531.8865000000017,3245.0500000000056
1542,67,2016-05-13,2016-05-19,2060.385000000003,4358.790000000002
1542,68,2016-05-20,2016-05-26,1561.4955000000007,3337.9200000000023
1542,69,2016-05-27,2016-06-02,1338.6880000000015,2772.430000000003
1542,70,2016-06-03,2016-06-09,1546.8940000000016,3216.9500000000016
1542,71,2016-06-10,2016-06-16,2014.458000000003,4277.8799999999965
1542,72,2016-06-17,2016-06-23,1684.993500000003,3600.2900000000027
1542,73,2016-06-24,2016-06-30,1751.7370000000024,3725.440000000001
1542,74,2016-07-01,2016-07-07,1814.827000000004,3863.030000000006
1542,75,2016-07-08,2016-07-14,2408.7610000000027,5144.299999999991
1542,76,2016-07-15,2016-07-21,1254.3370000000002,2658.1700000000014
1580,1,2015-02-06,2015-02-12,1587.956500000002,3345.9300000000003
1580,2,2015-02-13,2015-02-19,2119.893000000001,4518.369999999999
1580,3,2015-02-20,2015-02-26,1851.4680000000021,3947.239999999996
1580,4,2015-02-27,2015-03-05,1403.8835000000008,3012.9500000000016
1580,5,2015-03-06,2015-03-12,1921.3460000000032,4034.3900000000012
1580,6,2015-03-13,2015-03-19,1845.2410000000007,3969.249999999998
1580,7,2015-03-20,2015-03-26,1219.0055,2569.2500000000014
1580,8,2015-03-27,2015-04-02,1154.5054999999998,2492.940000000001
1580,9,2015-04-03,2015-04-09,2097.0245000000036,4490.87
1580,10,2015-04-10,2015-04-16,1549.001000000002,3305.0300000000007
1580,11,2015-04-17,2015-04-23,1602.3420000000012,3415.890000000001
1580,12,2015-04-24,2015-04-30,1800.8770000000015,3846.1
1580,13,2015-05-01,2015-05-07,1240.274500000002,2640.990000000003
1580,14,2015-05-08,2015-05-14,1960.6475000000028,4177.069999999999
1580,15,2015-05-15,2015-05-21,1535.9660000000008,3268.3800000000015
1580,16,2015-05-22,2015-05-28,1370.912500000001,2931.9800000000005
1580,17,2015-05-29,2015-06-04,1365.0390000000011,2903.740000000003
1580,18,2015-06-05,2015-06-11,2015.019000000002,4357.269999999995
1580,19,2015-06-12,2015-06-18,1555.2365000000018,3287.080000000003
1580,20,2015-06-19,2015-06-25,1064.168000000001,2187.8600000000038
1580,21,2015-06-26,2015-07-02,1608.6050000000002,3433.600000000001
1580,22,2015-07-03,2015-07-09,1505.6760000000013,3232.099999999997
1580,23,2015-07-10,2015-07-16,1881.4870000000017,4083.9799999999977
1580,24,2015-07-17,2015-07-23,1729.4284999999993,3763.339999999997
1580,25,2015-07-24,2015-07-30,1257.1839999999995,2733.0200000000013
1580,26,2015-07-31,2015-08-06,1538.8364999999985,3295.729999999998
1580,27,2015-08-07,2015-08-13,1773.0195000000028,3795.8100000000013
1580,28,2015-08-14,2015-08-20,2448.5805000000028,5242.789999999993
1580,29,2015-08-21,2015-08-27,2169.4940000000015,4615.899999999999
1580,30,2015-08-28,2015-09-03,1284.6475000000012,2760.3000000000015
1580,31,2015-09-04,2015-09-10,1706.1545000000015,3678.3799999999997
1580,32,2015-09-11,2015-09-17,1453.5455000000015,3121.2300000000014
1580,33,2015-09-18,2015-09-24,1315.483500000002,2836.7700000000036
1580,34,2015-09-25,2015-10-01,1161.9885000000013,2527.5300000000034
1580,35,2015-10-02,2015-10-08,1671.4355000000019,3608.619999999996
1580,36,2015-10-09,2015-10-15,1063.5385000000006,2312.7300000000023
1580,37,2015-10-16,2015-10-22,965.3669999999997,2134.940000000002
1580,38,2015-10-23,2015-10-29,1741.5545000000006,3763.909999999999
1580,39,2015-10-30,2015-11-05,2366.9215000000004,5063.499999999995
1580,40,2015-11-06,2015-11-12,1981.041,4289.659999999994
1580,41,2015-11-13,2015-11-19,1648.857000000001,3482.1300000000024
1580,42,2015-11-20,2015-11-26,1905.6975000000002,4070.4700000000007
1580,43,2015-11-27,2015-12-03,1660.5035000000016,3571.5600000000018
1580,44,2015-12-04,2015-12-10,1201.933500000001,2585.150000000003
1580,45,2015-12-11,2015-12-17,2108.681500000002,4530.9099999999935
1580,46,2015-12-18,2015-12-24,2328.785500000001,4983.229999999999
1580,47,2015-12-25,2015-12-31,1821.4495000000004,3955.9000000000015
1580,48,2016-01-01,2016-01-07,1420.8604999999993,3071.4800000000014
1580,49,2016-01-08,2016-01-14,1555.3550000000018,3331.690000000003
1580,50,2016-01-15,2016-01-21,1380.3880000000022,2977.0100000000048
1580,51,2016-01-22,2016-01-28,1612.1630000000027,3447.9500000000044
1580,52,2016-01-29,2016-02-04,1884.7100000000019,4055.41
1580,53,2016-02-05,2016-02-11,1702.7820000000022,3629.320000000001
1580,54,2016-02-12,2016-02-18,1327.1630000000014,2849.22
1580,55,2016-02-19,2016-02-25,2308.977,4935.299999999995
1580,56,2016-02-26,2016-03-03,1465.8545000000001,3139.2299999999973
1580,57,2016-03-04,2016-03-10,2221.964,4830.7499999999945
1580,58,2016-03-11,2016-03-17,1775.3675000000017,3800.6500000000005
1580,59,2016-03-18,2016-03-24,1457.4875000000018,3116.2600000000025
1580,60,2016-03-25,2016-03-31,1281.6990000000014,2730.4600000000028
1580,61,2016-04-01,2016-04-07,1440.4540000000018,3099.020000000003
1580,62,2016-04-08,2016-04-14,1440.343500000002,3121.5300000000025
1580,63,2016-04-15,2016-04-21,2051.0530000000003,4403.9999999999945
1580,64,2016-04-22,2016-04-28,1781.709500000002,3769.7000000000007
1580,65,2016-04-29,2016-05-05,1698.292500000003,3643.090000000002
1580,66,2016-05-06,2016-05-12,1669.8390000000022,3570.2900000000013
1580,67,2016-05-13,2016-05-19,1627.6345000000026,3450.4000000000005
1580,68,2016-05-20,2016-05-26,1709.9415000000022,3672.7700000000036
1580,69,2016-05-27,2016-06-02,1681.3930000000025,3635.230000000002
1580,70,2016-06-03,2016-06-09,1510.9390000000026,3184.7200000000034
1580,71,2016-06-10,2016-06-16,1418.7675000000002,3059.1800000000003
1580,72,2016-06-17,2016-06-23,1514.137500000001,3242.800000000003
1580,73,2016-06-24,2016-06-30,1427.3460000000016,3124.840000000003
1580,74,2016-07-01,2016-07-07,1446.2860000000019,3084.9500000000016
1580,75,2016-07-08,2016-07-14,1551.255500000002,3316.3100000000036
1580,76,2016-07-15,2016-07-21,1442.6905000000004,2990.810000000001
1630,1,2015-02-06,2015-02-12,2500.411499999999,5404.9199999999855
1630,2,2015-02-13,2015-02-19,2288.0699999999983,4874.219999999987
1630,3,2015-02-20,2015-02-26,2318.827,4964.729999999996
1630,4,2015-02-27,2015-03-05,2731.486499999997,5893.399999999979
1630,5,2015-03-06,2015-03-12,1959.9030000000039,4198.63
1630,6,2015-03-13,2015-03-19,2087.1155000000012,4560.919999999998
1630,7,2015-03-20,2015-03-26,1714.2840000000033,3743.590000000004
1630,8,2015-03-27,2015-04-02,2555.885499999999,5477.8699999999835
1630,9,2015-04-03,2015-04-09,2319.320000000001,4980.789999999992
1630,10,2015-04-10,2015-04-16,2235.4099999999976,4740.829999999987
1630,11,2015-04-17,2015-04-23,2261.4379999999983,4850.199999999987
1630,12,2015-04-24,2015-04-30,2156.943000000001,4634.319999999995
1630,13,2015-05-01,2015-05-07,1922.9355000000005,4168.649999999995
1630,14,2015-05-08,2015-05-14,1858.9275000000005,3991.179999999999
1630,15,2015-05-15,2015-05-21,1899.2735000000007,4070.759999999999
1630,16,2015-05-22,2015-05-28,1505.0194999999997,3216.459999999996
1630,17,2015-05-29,2015-06-04,1879.4140000000023,3989.8800000000024
1630,18,2015-06-05,2015-06-11,2325.8160000000007,5033.83999999999
1630,19,2015-06-12,2015-06-18,1559.4930000000022,3311.700000000002
1630,20,2015-06-19,2015-06-25,2152.968499999999,4688.129999999987
1630,21,2015-06-26,2015-07-02,2206.817,4796.329999999993
1630,22,2015-07-03,2015-07-09,1887.4780000000035,4034.0000000000027
1630,23,2015-07-10,2015-07-16,2034.1995000000004,4345.789999999997
1630,24,2015-07-17,2015-07-23,2538.8049999999985,5553.319999999983
1630,25,2015-07-24,2015-07-30,2086.5800000000027,4515.309999999996
1630,26,2015-07-31,2015-08-06,1729.1855000000023,3732.1800000000003
1630,27,2015-08-07,2015-08-13,2185.4069999999997,4646.699999999997
1630,28,2015-08-14,2015-08-20,2120.7900000000013,4707.029999999991
1630,29,2015-08-21,2015-08-27,2099.2195000000024,4547.709999999997
1630,30,2015-08-28,2015-09-03,1882.0280000000018,4007.59
1630,31,2015-09-04,2015-09-10,1778.3715000000018,3929.2099999999996
1630,32,2015-09-11,2015-09-17,2415.902500000002,5198.949999999989
1630,33,2015-09-18,2015-09-24,1729.390000000002,3721.6500000000033
1630,34,2015-09-25,2015-10-01,1978.374500000001,4307.079999999993
1630,35,2015-10-02,2015-10-08,1830.5240000000022,3947.82
1630,36,2015-10-09,2015-10-15,1436.318,3154.7700000000004
1630,37,2015-10-16,2015-10-22,1630.417000000002,3582.4599999999996
1630,38,2015-10-23,2015-10-29,1649.7795000000006,3594.0000000000027
1630,39,2015-10-30,2015-11-05,1841.2415000000008,3972.2299999999996
1630,40,2015-11-06,2015-11-12,1825.6010000000017,3899.2299999999996
1630,41,2015-11-13,2015-11-19,2068.5644999999986,4471.719999999996
1630,42,2015-11-20,2015-11-26,1661.993000000002,3591.640000000003
1630,43,2015-11-27,2015-12-03,1555.8425000000009,3352.390000000004
1630,44,2015-12-04,2015-12-10,1919.2460000000012,4157.09
1630,45,2015-12-11,2015-12-17,1496.3605000000018,3252.250000000004
1630,46,2015-12-18,2015-12-24,1481.1270000000004,3226.6100000000015
1630,47,2015-12-25,2015-12-31,1496.524500000001,3237.1000000000004
1630,48,2016-01-01,2016-01-07,1986.1715000000022,4327.409999999996
1630,49,2016-01-08,2016-01-14,1512.2930000000013,3247.420000000002
1630,50,2016-01-15,2016-01-21,1631.230000000002,3550.1000000000017
1630,51,2016-01-22,2016-01-28,1968.155500000001,4319.529999999997
1630,52,2016-01-29,2016-02-04,1779.431000000001,3804.019999999999
1630,53,2016-02-05,2016-02-11,1577.8230000000015,3366.190000000003
1630,54,2016-02-12,2016-02-18,2210.807000000001,4697.209999999996
1630,55,2016-02-19,2016-02-25,2114.8490000000015,4568.309999999996
1630,56,2016-02-26,2016-03-03,1967.2055000000034,4261.249999999999
1630,57,2016-03-04,2016-03-10,2217.7070000000012,4786.7399999999925
1630,58,2016-03-11,2016-03-17,2153.5960000000014,4633.559999999996
1630,59,2016-03-18,2016-03-24,1308.4650000000004,2882.550000000001
1630,60,2016-03-25,2016-03-31,1675.3665000000017,3650.519999999999
1630,61,2016-04-01,2016-04-07,1892.9230000000036,4059.5200000000036
1630,62,2016-04-08,2016-04-14,2035.0725000000016,4406.799999999998
1630,63,2016-04-15,2016-04-21,1737.5825000000025,3747.390000000003
1630,64,2016-04-22,2016-04-28,2181.049,4662.849999999991
1630,65,2016-04-29,2016-05-05,1548.6195,3355.669999999995
1630,66,2016-05-06,2016-05-12,1588.5895,3464.0199999999995
1630,67,2016-05-13,2016-05-19,1486.4624999999996,3239.35
1630,68,2016-05-20,2016-05-26,1843.7690000000043,3961.1999999999994
1630,69,2016-05-27,2016-06-02,1831.598500000002,3961.9499999999975
1630,70,2016-06-03,2016-06-09,1929.2590000000018,4053.01
1630,71,2016-06-10,2016-06-16,1649.0615000000014,3572.3600000000006
1630,72,2016-06-17,2016-06-23,2071.377000000004,4508.8499999999985
1630,73,2016-06-24,2016-06-30,2106.6330000000007,4538.209999999993
1630,74,2016-07-01,2016-07-07,1942.4559999999994,4191.229999999992
1630,75,2016-07-08,2016-07-14,1866.0245000000016,4048.379999999997
1630,76,2016-07-15,2016-07-21,1763.4960000000003,3778.699999999997
1662,1,2015-02-06,2015-02-12,1308.3625,2878.0899999999992
1662,2,2015-02-13,2015-02-19,1354.0770000000023,2886.7000000000025
1662,3,2015-02-20,2015-02-26,1530.2630000000017,3292.960000000001
1662,4,2015-02-27,2015-03-05,1221.2435000000003,2578.270000000001
1662,5,2015-03-06,2015-03-12,1502.4025000000024,3193.6900000000037
1662,6,2015-03-13,2015-03-19,1792.3315000000032,3697.7600000000048
1662,7,2015-03-20,2015-03-26,593.7060000000004,1243.0400000000016
1662,8,2015-03-27,2015-04-02,1068.7994999999994,2311.8900000000035
1662,9,2015-04-03,2015-04-09,949.5575000000005,1998.0200000000032
1662,10,2015-04-10,2015-04-16,1435.533500000002,3071.760000000004
1662,11,2015-04-17,2015-04-23,1152.1785000000004,2420.7300000000027
1662,12,2015-04-24,2015-04-30,1208.8910000000008,2516.4200000000023
1662,13,2015-05-01,2015-05-07,1167.8395,2499.5500000000025
1662,14,2015-05-08,2015-05-14,1461.722000000001,3076.0400000000036
1662,15,2015-05-15,2015-05-21,1056.4030000000002,2254.7300000000023
1662,16,2015-05-22,2015-05-28,896.4644999999999,1890.1100000000013
1662,17,2015-05-29,2015-06-04,1412.9935000000016,3003.660000000002
1662,18,2015-06-05,2015-06-11,1308.1795000000004,2817.750000000001
1662,19,2015-06-12,2015-06-18,1206.7625000000012,2597.300000000004
1662,20,2015-06-19,2015-06-25,1208.2605000000005,2561.300000000003
1662,21,2015-06-26,2015-07-02,1186.0705000000003,2585.91
1662,22,2015-07-03,2015-07-09,1229.529,2626.5700000000015
1662,23,2015-07-10,2015-07-16,1402.407499999999,2985.049999999998
1662,24,2015-07-17,2015-07-23,1245.590000000001,2673.5600000000018
1662,25,2015-07-24,2015-07-30,938.669000000001,1982.2400000000027
1662,26,2015-07-31,2015-08-06,1461.754000000001,3217.460000000001
1662,27,2015-08-07,2015-08-13,1462.552000000001,3111.17
1662,28,2015-08-14,2015-08-20,1846.220000000003,4039.2799999999997
1662,29,2015-08-21,2015-08-27,1635.8545000000001,3472.0899999999997
1662,30,2015-08-28,2015-09-03,1323.377,2902.6600000000003
1662,31,2015-09-04,2015-09-10,1391.3110000000015,2939.2700000000036
1662,32,2015-09-11,2015-09-17,953.6660000000002,2094.370000000002
1662,33,2015-09-18,2015-09-24,1579.3935000000006,3353.1900000000046
1662,34,2015-09-25,2015-10-01,1271.4195,2715.860000000003
1662,35,2015-10-02,2015-10-08,1019.3220000000006,2210.970000000002
1662,36,2015-10-09,2015-10-15,1173.8015,2539.1200000000013
1662,37,2015-10-16,2015-10-22,1156.8895000000016,2451.2600000000034
1662,38,2015-10-23,2015-10-29,1644.8885,3545.0699999999983
1662,39,2015-10-30,2015-11-05,1661.9435000000017,3555.309999999997
1662,40,2015-11-06,2015-11-12,1654.8305000000003,3594.2500000000014
1662,41,2015-11-13,2015-11-19,1348.3310000000017,2876.5600000000045
1662,42,2015-11-20,2015-11-26,1046.6009999999999,2273.950000000001
1662,43,2015-11-27,2015-12-03,1362.7575000000022,2878.030000000002
1662,44,2015-12-04,2015-12-10,1123.6555000000005,2410.490000000001
1662,45,2015-12-11,2015-12-17,1341.5535000000016,2848.350000000002
1662,46,2015-12-18,2015-12-24,1501.5235000000023,3096.960000000004
1662,47,2015-12-25,2015-12-31,993.4415000000005,2117.540000000003
1662,48,2016-01-01,2016-01-07,1413.2170000000021,3063.4900000000043
1662,49,2016-01-08,2016-01-14,1335.5455000000009,2927.560000000001
1662,50,2016-01-15,2016-01-21,780.4430000000007,1632.7700000000018
1662,51,2016-01-22,2016-01-28,1187.5655000000006,2514.050000000004
1662,52,2016-01-29,2016-02-04,1396.1675000000002,2986.170000000002
1662,53,2016-02-05,2016-02-11,1258.728000000001,2668.390000000004
1662,54,2016-02-12,2016-02-18,1136.3805000000011,2469.710000000001
1662,55,2016-02-19,2016-02-25,1041.8265000000004,2243.330000000002
1662,56,2016-02-26,2016-03-03,1443.9770000000012,3040.5799999999995
1662,57,2016-03-04,2016-03-10,1056.1100000000008,2207.5800000000027
1662,58,2016-03-11,2016-03-17,1532.4525000000033,3278.3300000000027
1662,59,2016-03-18,2016-03-24,782.9965000000005,1710.400000000002
1662,60,2016-03-25,2016-03-31,948.0155,2027.9700000000016
1662,61,2016-04-01,2016-04-07,1282.1835000000003,2710.950000000002
1662,62,2016-04-08,2016-04-14,1023.9795000000004,2133.1800000000007
1662,63,2016-04-15,2016-04-21,1232.762500000001,2651.680000000002
1662,64,2016-04-22,2016-04-28,1002.6184999999997,2219.450000000001
1662,65,2016-04-29,2016-05-05,995.8645000000004,2144.030000000001
1662,66,2016-05-06,2016-05-12,1062.8490000000002,2263.8600000000015
1662,67,2016-05-13,2016-05-19,1452.5450000000005,3105.320000000002
1662,68,2016-05-20,2016-05-26,902.6899999999996,1969.0600000000024
1662,69,2016-05-27,2016-06-02,853.8945000000002,1791.9500000000016
1662,70,2016-06-03,2016-06-09,1416.393500000001,3075.350000000001
1662,71,2016-06-10,2016-06-16,1023.4020000000008,2143.9000000000033
1662,72,2016-06-17,2016-06-23,1232.0660000000003,2670.200000000002
1662,73,2016-06-24,2016-06-30,992.1034999999997,2175.310000000002
1662,74,2016-07-01,2016-07-07,1082.0340000000006,2306.3700000000013
1662,75,2016-07-08,2016-07-14,883.4890000000003,1887.7500000000016
1662,76,2016-07-15,2016-07-21,816.7815000000007,1725.5800000000027
1664,1,2015-02-06,2015-02-12,1805.5460000000037,3888.03
1664,2,2015-02-13,2015-02-19,1220.8820000000017,2601.000000000003
1664,3,2015-02-20,2015-02-26,1404.6120000000014,2975.860000000001
1664,4,2015-02-27,2015-03-05,1327.0019999999993,2808.52
1664,5,2015-03-06,2015-03-12,1533.5225000000019,3220.7600000000016
1664,6,2015-03-13,2015-03-19,1178.7505000000008,2479.0500000000043
1664,7,2015-03-20,2015-03-26,980.5320000000003,2102.5300000000025
1664,8,2015-03-27,2015-04-02,1091.6610000000005,2342.11
1664,9,2015-04-03,2015-04-09,1813.141500000002,3879.9300000000007
